DESCRIPTION,coicop,Notes,daña el ambiente,no saludable,genero,gasolina,cerveza,licores,tabaco y cigarrillos,vehículos,alimentos,estupefacientes,cuidado,medicamentos,pink tax,used only by females,female gender role,infantiles,para hombres,prefix,vat,"vat, min","vat, max",prefix vat
"Otros aparatos grandes del hogar: trituradoras de desperdicios, cajas fuertes, tinas, hidromasajes y piscinas spa.",5319901,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Plancha elï¿½ctrica para ropa,5320101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Licuadora, picadora y ayudante de cocina elï¿½ctrico y procesador de alimentos",5320102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Batidora, mezcladora elï¿½ctrica ",5320103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Sanducheras, wafleras, tostadoras elï¿½ctricas",5320104,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Extractor de zumos y exprimidor elï¿½ctricos,5320105,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Cafeteras elï¿½ctricas, teteras elï¿½ctricas",5320106,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Ollas arroceras, freidoras elï¿½ctricas y fondue",5320107,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Cuchillos, afila cuchillos y abrelatas (incluye elï¿½ctricos)",5320108,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Encendedores elï¿½ctricos y no elï¿½ctricos para estufa,5320109,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Ventiladores o abanicos movibles,5320110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Duchas elï¿½ctricas,5320111,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Asadores elï¿½ctricos para carne (raclette),5320112,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Extractor elï¿½ctrico de olores,5320114,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Portacomidas elï¿½ctrico,5320116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Esterilizadores o calentadores  de teteros,5320117,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Otros aparatos elï¿½ctricos para el hogar: crispetera, mï¿½quina para helados, hornos tostadores",5320199,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Repuestos para aparatos domï¿½sticos,5330101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Reparaciï¿½n de aparatos y utensilios domï¿½sticos,5330102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Alquiler de artefactos o aparatos domï¿½sticos (lavadoras, computadores, etc)",5330103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Vajilla completa, juego de tï¿½ o cafï¿½ y otros juegos completos (vaso, jarra, copas)",5400101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Platos, pocillos, tazas, mugs",5400102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Vasos, copas, jarras",5400103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Bandejas, ensaladeras, soperas, dulceras, queseras, salseras, paneras.",5400104,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Refractarias, jarras especiales (a fuego directo, filtro purificador)",5400105,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Otros artï¿½culos de vidrio, cristal, porcelana, cerï¿½mica",5400199,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Juego completo de cubiertos de mesa y cocina,5400201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Cucharas, cucharitas, tenedores, cuchillos, cucharones, tijeras de cocina  ",5400202,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Ollas, cacerolas, cazuelas y sartenes de aluminio, esmaltadas, teflï¿½n, etc.",5400301,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Ollas a presiï¿½n,5400302,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Planchas para asar y parrillas,5400303,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Molinillos, coladeras, coladores, pinzas para hielo, abrelatas y sacacorchos manuales, piedras de afilar, moldes metï¿½licos",5400304,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Cafeteras y teteras no elï¿½ctricas, dispensadores (agua y licor)",5400305,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Molinos, ralladores, trituradores de ajo, picadoras y exprimidores de jugo de tipo manual",5400306,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Corta huevos, pela papas, rebanador de quesos, cortador de pizza",5400307,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Tablas para picar, mortero y mazo, escurridor de aceite",5400308,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Set de mesa para vinagre y aceite, servilletero, especiero",5400309,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Termo, botella de aluminio, coctelera, hielera, vaso mezclador",5400310,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Reverberos, cocinas de alcohol y cocinetas",5400311,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Biberones o teteros,5400314,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,0.19,0.19,0.19,0.19
"Accesorios para utensilios de cocina y menaje no elï¿½ctrico (cauchos, pitos, identificadores de cubiertos o de bebida, porta ollas, etc.)",5400315,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Otros utensilios de cocina y menaje no elï¿½ctricos del hogar (centrifugador de verduras, escurridor de loza, recipientes y loncheras para guardar comida, set para reposteria, etc.)",5400399,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Reparaciï¿½n de cristalerï¿½a, vajilla y utensilios del hogar",5400501,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Mesa de planchar,5409901,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Ceniceros, floreros",5409903,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Platones, baldes, embudos y poncheras",5409904,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Canecas y papeleras para la basura,5409905,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Cestas y recipientes para la ropa de materiales diferentes a tela,5409906,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Vasenilla, micas o patos mï¿½dicos",5409907,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Taladros, soldadoras, sierras, pulidoras y cizallas elï¿½ctricas para uso del hogar",5510101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Podadoras, cortadoras de cï¿½sped y guadaï¿½adoras elï¿½ctricas o motorizadas y tractores elï¿½ctricos para jardï¿½n para uso del hogar",5510102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.19
"Compra e instalaciï¿½n de bombas elï¿½ctricas de agua, generador de energï¿½a o planta elï¿½ctrica de mediana potencia para uso del hogar",5510103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Otras herramientas y equipos elï¿½ctricos grandes para uso del hogar ,5510199,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Reparaciï¿½n de herramientas y equipos grandes para uso del hogar  ( Herramientas y equipo motorizados, como taladros, sierras, pulidoras y cortadoras elï¿½ctricos, tractores para jardï¿½n, cortadoras de cï¿½sped, cultivadores, sierras de cadena y bombas de agua.)",5510201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Alquiler de maquinaria y equipo grande ( Herramientas y equipo motorizados, como taladros, sierras, pulidoras y cortadoras elï¿½ctricos, tractores para jardï¿½n, cortadoras de cï¿½sped, cultivadores, sierras de cadena y bombas de agua.)",5510301,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Hombresolos, alicates, tenazas, martillos, destornilladores, punzones, serruchos, limas para herramientas, escofinas, cizallas manuales, punteros, cinceles, palustres, etc.",5520101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Llaves de tuercas, llaves inglesas, llaves bristol.",5520102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Cintas mï¿½tricas: metro, decï¿½metro, niveles, etc.",5520103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Otras herramientas del hogar: escaleras, bombas de agua no elï¿½ctricas, etc.",5520199,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Herramientas de jardï¿½n: Carretillas, mangueras, lanzachorro, palas, azadones, pica,  estacas",5520201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Bombillos incandescentes, tubos fluorescentes, larga vida, halï¿½genos, de neï¿½n, LED y de tungsteno.",5520301,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Enchufes, interruptores, dimmers, cables elï¿½ctricos, rosetas, cinta aislante y de teflï¿½n,  timbres, alarmas, estabilizadores",5520302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Pilas y baterï¿½as recargables y no recargables para uso general,5520303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Linternas y lï¿½mparas de mano,5520304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Otros accesorios elï¿½ctricos pequeï¿½os (timers),5520399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Accesorios para puertas, ventanas y sillas: Bisagras, manijas, cerraduras, candados, conteras, topes, burletes, etc.",5520401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Reparaciï¿½n de herramientas pequeï¿½as y accesorios diversos del hogar y del jardï¿½n,5520601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Otros artï¿½culos de metal, madera, plï¿½stico para el hogar: rieles, varillas, tubos para cortina, ganchos para cortina, guardaescobas, perfiles y esquineros etc.",5529901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Jabï¿½n en barra para lavar ropa,5610101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Jabï¿½n de cocina,5610102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Detergente en polvo,5610104,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Detergente lï¿½quido,5610105,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Blanqueadores,5610106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Suavizantes,5610107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Quitamanchas, polvo limpiador y champï¿½ para alfombras",5610108,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Lï¿½quidos y desinfectantes para limpiar muebles, vidrios, hornos, estufas, paredes, baï¿½os, pisos",5610109,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Ambientadores y desodorantes ambientales (velas aromatizadas, pastillas, aceites, geles, incienso, esencias naturales o florales para aromatizar ambientes)",5610110,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Cera para pisos y selladores,5610111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Insecticidas, fungicidas (enchufe, spray, etc), trampa y venenos para roedores",5610112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.19
"Otros productos de limpieza y mantenimiento: almidones para camisas, alcanfor, naftalina, disolventes, destapacaï¿½erï¿½as.",5610199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Escobas, recogedores de basura, escobillas, plumeros limpiapolvos, trapeadores, chupa, destapacaï¿½erï¿½as mecï¿½nico y cepillos (para paredes, baï¿½os, ropa, vehï¿½culo y calzado)",5610201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Guantes de caucho  ,5610202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Esponjas, esponjillas y estropajos",5610203,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Limpiones, cogeollas, paï¿½os de tela para limpiar (bayetilla, de microfibra) y delantales para cocina",5610204,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Otros elementos de aseo (antihumedad, antiacaros, antiolores)",5610299,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Cuerdas, cordeles, mechas para lï¿½mpara, tendederos y pinzas para ropa, perchas de tornillo y ganchos adhesivos",5619901,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Agujas (para coser, tejer), alfileres",5619902,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Tijeras para costura, abreojales, desbaratadores, dedales",5619903,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Fï¿½sforos y encendedores desechables,5619905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Betï¿½n, pomadas, tintes, cremas y espumas siliconadas para calzado",5619906,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Barnices, lacas y tintes para accesorios del hogar ",5619907,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Anilinas y tintes para prendas de vestir,5619908,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Artï¿½culos de ferreterï¿½a: puntillas, clavos, tornillos, tuercas, brocas, brochas, pinceles, lijas y otros.",5610401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Papel de aluminio, parafinado, vinilpel, moldes de aluminio, filtros de papel para cafetera",5610501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Rollos o paï¿½os de papel (absordente, hï¿½medos) para cocina",5610502,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Productos desechables: servilletas,  manteles, platos, vasos, cubiertos, palillos",5610503,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Bolsas plï¿½sticas para basura y para aspiradora   ,5610505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Otros productos desechables:  pitillos, palos de pincho, etc",5610599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Empleado(a) domï¿½stico interno ,5620101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.19
Empleado(a) domï¿½stico por dï¿½as (permanente o temporal),5620102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.19
"Otros empleados domï¿½sticos: amas de llaves, institutrices, tutores, mayordomos, choferes, jardineros, celadores, niï¿½eras dentro del hogar",5620199,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Servicio de limpieza de ventanas,5620201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Servicio de desinfecciï¿½n y fumigaciï¿½n del hogar,5620202,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
"Servicio de lavado de ropa y limpieza del hogar: cubrelechos, cortinas, tejidos del hogar, tapetes, muebles y ventanas.",5620301,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Servicio de lavado de alfombras,5620302,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Servicio de tintorerï¿½a y teï¿½ido de ropa del hogar,5620303,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19
Analgï¿½sicos y Antiinflamatorios,6110101,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Antiï¿½cidos y medicamentos para la Gastritis,6110102,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Antibiï¿½ticos topicos y sistï¿½micos,6110103,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Medicamentos antialï¿½rgicos (antihistamï¿½nicos),6110104,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Antigripales y Antitusivos no homeopï¿½ticos,6110105,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Antiparasitarios, antimibianos, purgantes y laxantes",6110106,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Antiartrï¿½ticos y Antirreumï¿½ticos ,6110107,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Antidiabï¿½ticos e Insulinas ,6110108,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Antiespasmï¿½dicos y Antidiarrï¿½icos,6110109,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Medicamentos para la tensiï¿½n arterial y cardiovasculares,6110111,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Desinfectantes,6110112,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Suero oral y sales de rehidrataciï¿½n,6110113,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Vacunas,6110114,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Suplementos dietarios, vitaminas, reconstituyentes, calcio, otros minerales y aceite de higado de bacalao",6110115,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Medicamentos para nivelar los niveles de colesterol,6110117,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Medicamentos para tratamientos contra el cancer,6110118,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Medicamentos para tratar la disfuncion erectil,6110119,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0.0,0.0,0.0,0.0
Medicamentos para tratar afecciones de la tiroides,6110120,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Medicamentos para el tratamiento de enfermedades psiquiï¿½tricas y antidepresivas,6110121,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Medicamentos para el tratamiento del VIH (SIDA),6110122,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Productos dermatolï¿½gicos con formula mï¿½dica (incluso los protectores solares medicados),6110201,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Gotas para tratamiento de afecciones de oidos, ojos, narï¿½z y suero fisiolï¿½gico",6119901,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Anticonceptivos orales (pï¿½ldoras), ï¿½vulos, inyecciones, cremas anticonceptivas, parches",6119902,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0.0,0.0,0.0,0.0
"Medicamentos homeopï¿½ticos, medicamentos de origen natural y bioenergï¿½ticos;esencias naturales o florales medicinales. ",6119903,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Fï¿½rmula mï¿½dica completa (hace referencia a todos los medicamentos que el informante NO puede desargregar y no fueron registrados  en los anteriores artï¿½culos) ,6110404,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Termï¿½metros clï¿½nicos,6120101,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.19,0.19,0.19,0.0
"Jeringas, agujas hipodï¿½rmicas",6120102,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.19,0.19,0.19,0.0
"Esparadrapo, vendas, gasas, curitas.",6120103,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Botiquines de primeros auxilios ,6120104,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Dispositivo de prueba rï¿½pida de embarazo ,6120105,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0.0,0.0,0.0,0.0
Inhaladores,6120107,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Otros implementos mï¿½dicos: bolsas de agua caliente, bolsas de hielo, paquetes de gel, etc.",6120199,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Dispositivos de planificacion familiar: intrauterinos e implante intradï¿½rmico.,6120201,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0.0,0.0,0.0,0.0
Preservativos (condones),6120202,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0.0,0.0,0.0,0.0
"Anteojos, gafas o lentes de contacto formulados ",6130101,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Sillas de ruedas, camas y colchones especiales (de hospital para uso en el hogar)",6130102,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Muletas y bastones ortopï¿½dicos,6130103,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Zapatos ortopï¿½dicos,6130104,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Compra de equipo terapï¿½utico: plantillas ortopï¿½dicas, soportes de cuello, ferula, bragueros, fajas quirï¿½rgicas, medias elï¿½sticas para traumatologï¿½a, soportes para rodilla, pie, brazo, caminadoras, etc. ",6130105,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Equipo para masajes mï¿½dicos ,6130106,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Prï¿½tesis (miembros artificiales), dentaduras postizas",6130107,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Aparatos ortopï¿½dicos y de salud visual y ocular: ojo de cristal,6130108,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Tensiï¿½metros (elï¿½ctricos, manuales y de otro tipo), estetoscopios, glucï¿½metros ",6130109,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Reparaciï¿½n de artefactos y equipos terapï¿½uticos,6130110,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.19,0.19,0.19,0.0
Aparatos de salud auditiva: audï¿½fonos ortopï¿½dicos y clï¿½nicos,6130111,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Consulta mï¿½dica general con mï¿½dico particular  ,6210101,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Consulta mï¿½dica con mï¿½dico especialista particular: pediatrï¿½a, oftalmologï¿½a, ginecologï¿½a, siquiatrï¿½a, traumatologï¿½a, cardiologï¿½a y otros especialistas ",6210201,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0.0,0.0,0.0,0.0
